Index,Text
927,"This abstract is called Rolling Wind, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary style. It create on paper, acrylic, photography"
928,"This poster is called Jujenn and Friends, It was created by David Michael Hinnebusch, created in 2017. It follows the Figurative Expressionism,Neo-Figurative Art style. It create on acrylic, paper, photography"
929,"This abstract is called Rose in Rest in Peace, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
930,"This abstract is called Red Wave, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
931,"This abstract is called Rise, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
932,"This abstract is called Pippo, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
933,"This abstract is called Road Trip in the Woody, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
934,"This poster is called Heart is, It was created by David Michael Hinnebusch, created in 2017. It follows the Expressionism,Neo-Figurative Art style. It create on acrylic, paper"
935,"This abstract is called Hots Rush In, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
936,"This abstract is called S P   S, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
937,"This abstract is called Row Bot, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
938,"This figurative is called Rockiles, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
939,"This abstract is called Warm Summer, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
940,"This abstract is called Yvette and Hot Friend, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
941,"This abstract is called Red Boat, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic"
942,"This abstract is called Where, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
943,"This abstract is called United, It was created by David Michael Hinnebusch, created in 2016. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
944,"This abstract is called Pops Kid and Chicken Little, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
945,"This abstract is called Wall Street, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
946,"This abstract is called The Game of Naked, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
947,"This abstract is called Snapper Bill, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
948,"This poster is called Nudes in the Park, It was created by David Michael Hinnebusch, created in 2016. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, canvas"
949,"This abstract is called What to Do, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
950,"This abstract is called Wake up You Crashed Skater, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
951,"This abstract is called Stop Clock, It was created by David Michael Hinnebusch, created in 2016. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
952,"This abstract is called Silver Girl  Side a, It was created by David Michael Hinnebusch, created in 2016. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography, glass"
953,"This abstract is called San Burro, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
954,"This abstract is called Robot with C10 Grill Tie, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
955,"This abstract is called Sand Castles in Your Mind Last Forever, It was created by David Michael Hinnebusch, created in 2016. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
956,"This abstract is called She's Coming Out of His 3rd Eye, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, photography, wood"
957,"This abstract is called Wiggle Polo, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography, wood"
958,"This abstract is called You Paid How Much for That Painting?, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
959,"This abstract is called Sea Snore, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
960,"This abstract is called Waving My Mind to Mara, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
961,"This abstract is called Vernon S Place, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
962,"This figurative is called Just in, It was created by David Michael Hinnebusch, created in 2017. It follows the Neo-Figurative Art,Figurative Expressionism style. It create on mixed media"
963,"This figurative is called 18, It was created by David Michael Hinnebusch, created in 2017. It follows the Neo-Figurative Art,Figurative Expressionism style. It create on acrylic"
964,"This figurative is called Not a Slave Ship, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, fabric"
965,"This figurative is called California Garden, It was created by David Michael Hinnebusch, created in 2018. It follows the Neo-Figurative Art,Figurative Expressionism style. It create on mixed media"
966,"This abstract is called River Ways, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on paper, acrylic, photography"
967,"This figurative is called Sun Ra, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, paper"
968,"This figurative is called Lady's First, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, wood"
969,"This abstract is called Tuskers, It was created by David Michael Hinnebusch, created in 2016. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
970,"This figurative is called Hollywoo, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, ink, canvas, paper"
971,"This abstract is called Twiga Lady, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. "
972,"This landscape is called 200 Miles to Los Angeles, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, print, photography"
973,"This nude painting (nu) is called Glance Over, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, paper"
974,"This abstract is called Time Team Key, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
975,"This figurative is called Mary M. Takes a Spike for Jesus, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, canvas"
976,"This figurative is called 66 Cyclops Girl, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, stencil, wood"
977,"This nude painting (nu) is called 100,000 Nudes, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, collage, wood"
978,"This portrait is called Mist Beyond, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, burlap"
979,"This figurative is called Native Bus, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, print, wood, nails, paper, string"
980,"This nude painting (nu) is called A Rooftop in Tribeca, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, canvas"
981,"This abstract is called Silver Girl  Side 1, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography, glass"
982,"This portrait is called Melissa and Tania at Disneyland, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, canvas"
983,"This nude painting (nu) is called Benton's Doritos, It was created by David Michael Hinnebusch. It follows the Neo-Dada style. It create on collage, paper"
984,"This portrait is called Pierre, McQueen, Taylor, It was created by David Michael Hinnebusch. It follows the Neo-Dada,Neo-Expressionism style. It create on acrylic, spray paint, felt-tip pen, fiberboard, mixed media"
985,"This self-portrait is called Albers Light, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, mahogany panel"
986,"This abstract is called Vikings, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, collage, print"
987,"This abstract is called The Shout, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
988,"This figurative is called Bird in Hand, It was created by Ellen Gallagher, created in 2006. It follows the Contemporary style. "
989,"This nude painting (nu) is called Balloons, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic"
990,"This self-portrait is called Self Portrait, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on pen, ink, watercolor, wood, paper"
991,"This figurative is called EXelento (detail), It was created by Ellen Gallagher, created in 2004. It follows the Neo-Pop Art,Contemporary style. "
992,"This figurative is called Carousel in Santa Monica, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, canvas"
993,"This abstract is called Untitled, It was created by Ellen Gallagher, created in 1998. It follows the Neo-Minimalism style. "
994,"This figurative is called Watery Ecstatic, It was created by Ellen Gallagher, created in 2004. It follows the Contemporary style. "
995,"This abstract is called Paper Cup, It was created by Ellen Gallagher, created in 1996. It follows the Neo-Minimalism style. "
996,"This abstract is called Host, It was created by Ellen Gallagher, created in 1996. It follows the Neo-Minimalism style. "
997,"This abstract is called Afro Puff, It was created by Ellen Gallagher, created in 1996. It follows the Neo-Minimalism style. "
998,"This abstract is called Teeth Tracks, It was created by Ellen Gallagher, created in 1996. It follows the Neo-Minimalism style. "
999,"This still life is called Chocolate Easter Eggs, It was created by Jacob Collins, created in 2007. It follows the Contemporary Realism style. "
1000,"This abstract is called Delirious Hem, It was created by Ellen Gallagher, created in 1995. It follows the Neo-Minimalism style. "
1001,"This figurative is called Duke, It was created by Ellen Gallagher, created in 2004. It follows the Neo-Pop Art,Contemporary style. "
1002,"This nude painting (nu) is called Red Head, It was created by Jacob Collins, created in 2004. It follows the Contemporary Realism style. "
1003,"This portrait is called Candace Profile, It was created by Jacob Collins, created in 2004. It follows the Contemporary Realism style. "
1004,"This figurative is called Bouffant Pride, It was created by Ellen Gallagher, created in 2003. It follows the Neo-Pop Art,Contemporary style. "
1005,"This nude painting (nu) is called Vincent, It was created by Jacob Collins, created in 1998. It follows the Contemporary Realism style. "
1006,"This portrait is called Peter, It was created by Jacob Collins, created in 1990. It follows the Contemporary Realism style. "
1007,"This nude painting (nu) is called Seated Nude, It was created by Jacob Collins, created in 2001. It follows the Contemporary Realism style. "
1008,"This landscape is called Fire Island Sunset, It was created by Jacob Collins, created in 2004. It follows the Contemporary Realism style. "
1009,"This interior is called Interior, It was created by Jacob Collins, created in 1987. It follows the Contemporary Realism style. "
1010,"This installation is called From My Madinah: In pursuit of my hermitage…, It was created by Jason Rhoades, created in 2004. It follows the Post-Minimalism style. "
1011,"This installation is called Twelve-Wheel Waggon Wheel Chandelier, It was created by Jason Rhoades, created in 2004. It follows the Post-Minimalism style. "
1012,"This figurative is called Pinky, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, canvas"
1013,"This installation is called The Creation Myth, It was created by Jason Rhoades, created in 1998. It follows the Post-Minimalism style. "
1014,"This installation is called Shelf (Mutton Chops) with Unpainted Donkey, It was created by Jason Rhoades, created in 2003. It follows the Post-Minimalism style. "
1015,"This installation is called Lego Mecca Kaâba (1/3 scale), It was created by Jason Rhoades, created in 2003. It follows the Post-Minimalism style. "
1016,"This cityscape is called Windows II, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1017,"This installation is called Untitled (Chandelier), It was created by Jason Rhoades, created in 2004. It follows the Post-Minimalism style. "
1018,"This installation is called Untitled, It was created by Jason Rhoades, created in 2004. It follows the Post-Minimalism style. "
1019,"This cityscape is called Windows III, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1020,"This genre painting is called Your Best Table, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1021,"This genre painting is called Dreams and Desires, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1022,"This landscape is called Hazy Hills, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1023,"This genre painting is called The High Note, It was created by Joseph Lorusso. It follows the Contemporary Realism style. It create on oil"
1024,"This genre painting is called Lovers and Lautrec, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1025,"This cityscape is called Windows I, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1026,"This genre painting is called Longing for More, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1027,"This interior is called View from the Library, It was created by Joseph Lorusso. It follows the Contemporary Realism style. It create on oil, resin"
1028,"This genre painting is called We Should All Be Famous, It was created by Joseph Lorusso. It follows the Contemporary Realism style. It create on oil"
1029,"This installation is called Garage Renovation New York (Cherry Makita), It was created by Jason Rhoades, created in 1993. It follows the Post-Minimalism style. "
1030,"This genre painting is called A Favorite Poem, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1031,"This genre painting is called Sunday Afternoon, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1032,"This genre painting is called Regulars at Lucky's, It was created by Joseph Lorusso. It follows the Contemporary Realism style. It create on oil"
1033,"This graffiti is called Tag, It was created by JonOne. It follows the Street art style. "
1034,"This installation is called Tropical Collectors (Bates, Spruce and Wallace), It was created by Mark Dion, created in 2009. It follows the Neo-Dada style. "
1035,"This graffiti is called Train, It was created by Dondi. It follows the Street art style. "
1036,"This figurative is called Good Evening, Hamass, It was created by Lisa Yuskavage. It follows the Fantasy Art,Kitsch style. "
1037,"This sculpture is called Drone Wing, It was created by Inigo Manglano-Ovalle, created in 2013. It follows the Post-Minimalism style. "
1038,"This sculpture is called Butterfly You Make Me Cry, It was created by Kerry O. Furlani. It create on bas-relief"
1039,"This symbolic painting is called Crossroads, It was created by Israel Tsvaygenbaum. It follows the Magic Realism style. It create on oil"
1040,"This figurative is called Riding with Death, It was created by Jean-Michel Basquiat, created in 1988. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1041,"This figurative is called Exu, It was created by Jean-Michel Basquiat, created in 1988. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1042,"This figurative is called Eroica II, It was created by Jean-Michel Basquiat, created in 1988. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, pencil, linen"
1043,"This abstract is called Eroica I, It was created by Jean-Michel Basquiat, created in 1988. It follows the Neo-Expressionism,Street art style. It create on acrylic, pencil, canvas"
1044,"This figurative is called Leeches, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1045,"This figurative is called To Be Titled, It was created by Jean-Michel Basquiat, created in 1987. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1046,"This figurative is called Victor, It was created by Jean-Michel Basquiat, created in 1987. It follows the Neo-Expressionism,Street art style. It create on acrylic, pastel, wax, canvas"
1047,"This figurative is called The Dingoes That Park Their Brains with their Gum, It was created by Jean-Michel Basquiat, created in 1988. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, linen"
1048,"This genre painting is called Alexandra, It was created by Vincent Giarrano. It follows the Photorealism style. "
1049,"This genre painting is called Diana's Dream, It was created by Vincent Giarrano. It follows the Photorealism style. "
1050,"This genre painting is called Lana's Bed, It was created by Vincent Giarrano. It follows the Photorealism style. "
1051,"This genre painting is called Aureta Packing at the Empire, It was created by Vincent Giarrano. It follows the Photorealism style. "
1052,"This genre painting is called East Village, It was created by Vincent Giarrano. It follows the Photorealism style. "
1053,"This genre painting is called Street Corner in Soho, It was created by Vincent Giarrano. It follows the Photorealism style. "
1054,"This genre painting is called Untitled, It was created by Vincent Giarrano. It follows the Photorealism style. "
1055,"This genre painting is called Untitled, It was created by Vincent Giarrano. It follows the Photorealism style. "
1056,"This nude painting (nu) is called Bee Hive Surfer, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic"
1057,"This genre painting is called Light Blue Movers, It was created by Jean-Michel Basquiat, created in 1987. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1058,"This figurative is called King Pleasure, It was created by Jean-Michel Basquiat, created in 1987. It follows the Neo-Expressionism,Street art style. It create on acrylic, canvas"
1059,"This figurative is called Pegasus, It was created by Jean-Michel Basquiat, created in 1987. It follows the Neo-Expressionism,Street art style. It create on acrylic, pencil, canvas"
1060,"This figurative is called Eroica, It was created by Jean-Michel Basquiat, created in 1987. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1061,"This genre painting is called Untitled, It was created by Vincent Giarrano. It follows the Photorealism style. "
1062,"This figurative is called Gravestone, It was created by Jean-Michel Basquiat, created in 1987. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1063,"This figurative is called After Puno, It was created by Jean-Michel Basquiat, created in 1987. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1064,"This self-portrait is called Self Portrait, It was created by Jean-Michel Basquiat, created in 1986. It follows the Neo-Expressionism,Street art style. "
1065,"This figurative is called It Hurts, It was created by Jean-Michel Basquiat, created in 1986. It follows the Neo-Expressionism,Street art style. "
1066,"This figurative is called Mr. Blue Head, It was created by David Michael Hinnebusch. It follows the Neo-Expressionism style. It create on acrylic, cloth"
1067,"This figurative is called Gri Gri, It was created by Jean-Michel Basquiat, created in 1986. It follows the Neo-Expressionism,Street art style. It create on acrylic, canvas"
1068,"This abstract is called To Repels Ghosts, It was created by Jean-Michel Basquiat, created in 1986. It follows the Neo-Expressionism,Street art style. It create on crayon, wood"
1069,"This figurative is called J's Milagro, It was created by Jean-Michel Basquiat, created in 1985. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, wood, metal"
1070,"This figurative is called Glenn, It was created by Jean-Michel Basquiat, created in 1985. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, wood"
1071,"This figurative is called Wine of Babylon, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. "
1072,"This figurative is called Trumpet, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1073,"This figurative is called Jim Crow, It was created by Jean-Michel Basquiat, created in 1986. It follows the Neo-Expressionism,Street art style. It create on crayon, wood"
1074,"This figurative is called Melting Point of Ice, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1075,"This genre painting is called Graffiti, It was created by Vincent Giarrano. It follows the Photorealism style. "
1076,"This figurative is called Logo, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. "
1077,"This figurative is called Grillo, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. It create on pencil, wood"
1078,"This figurative is called Gold Griot, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. It create on oil, pencil, wood"
1079,"This figurative is called Flexible, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, wood"
1080,"This abstract is called Time Queen, It was created by David Michael Hinnebusch, created in 2017. It follows the Contemporary,Neo-Expressionism style. It create on acrylic, paper, photography"
1081,"This figurative is called Aboriginal, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. "
1082,"This self-portrait is called Self-Portrait, It was created by Jean-Michel Basquiat. It follows the Neo-Expressionism,Street art style. It create on acrylic, oil"
1083,"This abstract is called Earth, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. "
1084,"This genre painting is called History of the Black People, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. "
1085,"This abstract is called Now's The Time, It was created by Jean-Michel Basquiat, created in 1985. It follows the Neo-Expressionism,Street art style. It create on pencil, wood"
1086,"This figurative is called Created Equal, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Naïve Art (Primitivism) style. It create on mixed media, acrylic, oil, pen, pencil, crayon"
1087,"This figurative is called Undiscovered Genius, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1088,"This figurative is called Caucasian, Negro, It was created by Jean-Michel Basquiat, created in 1987. It follows the Neo-Expressionism,Street art style. It create on crayon, graphite, paper"
1089,"This figurative is called Undiscovered Genius of the Mississippi Delta, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on crayon, canvas, paper"
1090,"This figurative is called The Nile, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1091,"This figurative is called Television and Cruelty to Animals, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, paper"
1092,"This figurative is called Techu-Anpu, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1093,"This figurative is called Max Roach, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1094,"This figurative is called Titian, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1095,"This genre painting is called Reading the Sonnet, It was created by Joseph Lorusso. It follows the Contemporary Realism style. "
1096,"This abstract is called Skin Head Wig, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1097,"This abstract is called Roast, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1098,"This abstract is called Replicas, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1099,"This abstract is called Pelptic Ulcer, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1100,"This figurative is called Napoleon Stereotype as Portrayed, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1101,"This figurative is called Monticello, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1102,"This abstract is called Snakeman, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1103,"This figurative is called Mace, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1104,"This figurative is called Unbleached Titanium, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1105,"This figurative is called Mitchell Crew, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on pencil, canvas, paper"
1106,"This figurative is called La Colomba, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on pencil, canvas"
1107,"This figurative is called Liberty, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1108,"This figurative is called Large Body of Water, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1109,"This figurative is called Wolf Sausage, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1110,"This figurative is called King Brand, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1111,"This figurative is called King Alphonso, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1112,"This abstract is called Sienna, It was created by Jean-Michel Basquiat, created in 1984. It follows the Neo-Expressionism,Street art style. It create on acrylic, oil, canvas"
1113,"This figurative is called Hollywood Africans, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1114,"This figurative is called Horn Players, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1115,"This figurative is called Notary, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1116,"This figurative is called Olympic, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1117,"This figurative is called Formless, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1118,"This figurative is called Hollywood Africans in Front of the Chinese, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1119,"This figurative is called Eyes and Eggs, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on pencil, paper, cotton"
1120,"This genre painting is called Dwellers in the Marshes, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1121,"This figurative is called Dog Leg Study, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1122,"This figurative is called Boxer Rebellion, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1123,"This symbolic painting is called False, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1124,"This figurative is called Crown, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, ink, paper"
1125,"This figurative is called Bishop, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1126,"This figurative is called 50 cent Piece, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1127,"This abstract is called Portrait of Andy Warhol, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Dada style. It create on oil"
1128,"This figurative is called Ascent, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, charcoal, crayon, pastel, pencil"
1129,"This figurative is called Three Quarters of Olympia Minus the Servant, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas, paper"
1130,"This figurative is called Two heads on Gold, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1131,"This self-portrait is called Self-Portrait, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. "
